loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
default,12000.0,60.0,14.358772,b,debt_consolidation,5.6000867,63998.934
default,10692.363,56.922195,18.994928,c,debt_consolidation,8.845822,159935.88
default,4000.0,55.055584,15.342107,e,debt_consolidation,7.5578785,19101.111
default,2228.3926,36.0,14.903734,c,debt_consolidation,9.290183,48000.0
default,11968.806,59.06418,16.77692,b,debt_consolidation,6.0389924,105000.0
default,1999.7114,36.0,11.215291,c,car,2.367818,60000.0
default,20000.0,60.0,13.970953,d,small_business,10.0,93178.95
default,25000.0,60.0,11.925452,b,debt_consolidation,9.985057,71983.125
default,15000.0,60.0,17.263634,c,debt_consolidation,10.0,40999.574
default,3172.4624,36.0,11.520543,c,debt_consolidation,5.8609037,19997.52
default,7803.678,59.558617,9.918644,d,debt_consolidation,2.0,50004.0
default,33541.207,60.0,16.992548,e,debt_consolidation,2.3964334,81601.016
default,1000.0,36.0,11.237516,b,vacation,9.155414,36000.0
default,32157.494,60.0,22.209963,c,debt_consolidation,9.080302,80000.0
default,15000.0,40.394787,12.925643,d,debt_consolidation,5.9155807,46091.56
default,12001.265,60.0,16.901466,c,debt_consolidation,5.991568,38396.63
default,13767.414,60.0,21.541065,b,debt_consolidation,2.3290608,40000.0
default,16421.01,60.0,19.131065,c,debt_consolidation,2.8908668,36908.902
default,7641.0786,60.0,16.312468,b,debt_consolidation,2.6161797,47876.766
default,21227.027,54.55133,19.882757,d,credit_card,2.0,94295.67
default,33541.207,60.0,18.688925,b,small_business,4.2866187,60000.0
default,24716.031,60.0,16.519411,f,debt_consolidation,5.3496265,100623.86
default,15824.158,49.449486,15.88022,d,debt_consolidation,10.0,87000.0
default,5000.0,36.0,11.114211,a,other,2.608116,35002.145
default,30000.0,60.0,12.022705,b,debt_consolidation,9.766394,150000.0
default,25000.0,57.538284,21.107134,f,debt_consolidation,9.1025715,80102.57
default,9298.558,44.41731,12.624361,b,debt_consolidation,7.8956723,151402.89
default,10000.0,36.0,12.855378,b,debt_consolidation,10.0,36058.44
default,6000.0,50.15807,12.474491,b,vacation,5.2806435,53525.31
default,15012.891,55.875107,15.84141,b,debt_consolidation,7.656259,37000.0
default,9036.024,36.0,12.583066,b,medical,1.0,13000.0
default,8310.883,50.922382,16.906517,d,debt_consolidation,4.730595,23055.979
default,24425.137,60.0,19.117674,d,debt_consolidation,10.0,78000.0
default,4000.0,60.0,15.945907,e,debt_consolidation,1.0,24000.0
default,12000.0,56.240074,13.981259,d,debt_consolidation,5.5300093,120000.0
default,2043.241,46.377842,13.087817,c,debt_consolidation,2.2972302,48000.0
default,11845.298,36.0,12.43161,b,debt_consolidation,4.773512,74564.46
default,12006.007,60.0,10.665685,d,debt_consolidation,9.96396,25000.0
default,25609.996,60.0,19.804731,d,debt_consolidation,4.0,52393.336
default,4000.0,36.0,12.667714,a,credit_card,2.5727394,48000.0
default,3205.641,36.0,12.498225,d,home_improvement,1.2741882,29180.322
default,17309.41,36.0,11.395468,c,debt_consolidation,2.0,37007.742
default,13876.703,60.0,11.236593,b,debt_consolidation,7.0136275,27370.92
default,1500.0,39.076992,13.481281,c,debt_consolidation,3.1282082,48000.0
default,15871.439,60.0,13.847327,d,debt_consolidation,6.571724,38340.258
default,4800.0,60.0,10.778211,c,small_business,4.204702,61034.117
default,2332.197,55.931828,12.457443,c,other,4.3219714,21600.0
default,5000.0,36.0,12.922061,c,debt_consolidation,1.0,42000.0
default,8745.752,36.0,11.963949,d,debt_consolidation,6.542485,50001.402
default,7367.4233,36.0,12.262741,d,debt_consolidation,5.6515317,64810.605
default,6018.1235,58.26012,16.917547,c,debt_consolidation,2.14499,28742.004
default,15866.557,38.64901,12.268038,d,debt_consolidation,9.337748,78365.63
default,2269.8772,52.192627,16.133247,d,other,1.3253073,14132.821
default,9600.0,52.936546,10.254048,b,debt_consolidation,8.234137,80001.18
default,5000.0,36.0,13.026727,d,debt_consolidation,4.9507055,21588.17
default,25000.0,36.0,16.624834,f,credit_card,7.4498744,113000.0
default,14000.0,60.0,20.375141,f,debt_consolidation,7.2942863,42294.285
default,24452.955,60.0,17.67748,c,debt_consolidation,8.641137,125000.0
default,14904.884,56.19537,12.134653,b,debt_consolidation,7.524421,36000.0
default,5800.644,60.0,18.803816,b,debt_consolidation,1.2025771,28800.0
default,17395.094,60.0,16.385372,e,debt_consolidation,10.0,62197.547
default,19526.643,60.0,14.77806,c,debt_consolidation,3.800041,42000.0
default,18493.02,41.916237,7.390459,e,debt_consolidation,6.232549,54246.51
default,4200.0,36.0,10.852518,b,debt_consolidation,10.0,32411.146
default,12298.744,36.0,9.678698,d,car,3.0,120000.0
default,2002.5513,36.0,12.824344,d,debt_consolidation,8.538268,57036.016
default,15000.0,60.0,11.324443,b,debt_consolidation,3.397787,43266.42
default,2986.3208,36.0,7.1434197,b,other,6.9316044,41229.64
default,16207.58,36.0,16.184574,c,debt_consolidation,8.100246,96000.0
default,12000.0,58.01711,11.276012,b,debt_consolidation,2.9173796,30000.0
default,25000.0,58.224667,16.10825,b,home_improvement,3.5178058,241545.08
default,30000.0,60.0,11.661339,e,debt_consolidation,9.044476,130000.0
default,20000.0,36.0,13.1702585,c,debt_consolidation,5.3182964,65002.082
default,18313.988,39.35725,12.688209,e,debt_consolidation,5.699427,74913.99
default,13600.432,36.0,11.579913,b,debt_consolidation,2.0616527,59969.17
default,8784.11,60.0,13.644259,d,other,2.1364396,33827.29
default,25000.0,60.0,18.455727,b,debt_consolidation,8.04012,50204.01
default,12000.0,60.0,8.964517,c,credit_card,1.0,50000.0
default,4000.0,57.59847,10.948229,c,debt_consolidation,4.599745,39640.027
default,7087.823,36.0,14.603728,b,debt_consolidation,1.2435331,33024.11
default,13871.78,46.32321,13.199368,e,debt_consolidation,3.849331,33333.082
default,8000.0,60.0,12.019146,c,home_improvement,5.0865135,66545.945
default,8000.0,60.0,16.344934,c,debt_consolidation,1.10074,22993.725
default,15000.0,60.0,14.024767,b,debt_consolidation,6.627499,60000.0
default,10519.849,50.412083,15.681837,e,debt_consolidation,7.6005034,60000.0
default,7526.9507,36.0,10.30047,b,debt_consolidation,7.5687904,29979.303
default,4000.0,48.34744,14.352494,c,debt_consolidation,3.4565701,35002.06
default,6000.0,36.0,14.19485,c,moving,2.1777115,60000.0
default,12000.0,43.961357,6.935975,c,debt_consolidation,7.0144906,35000.0
default,22000.0,60.0,13.580169,c,debt_consolidation,9.661019,49000.0
default,4350.2827,41.96609,12.974405,c,debt_consolidation,2.5028257,36000.0
default,19489.951,60.0,11.754556,b,debt_consolidation,2.0200982,96000.0
default,32677.113,46.54416,14.114077,c,small_business,8.31802,60000.0
default,1357.7848,44.83038,10.0701685,c,debt_consolidation,4.311393,65721.164
default,33541.207,53.817215,11.42147,b,small_business,8.969536,110000.0
default,9091.139,36.0,14.350444,c,debt_consolidation,7.0316405,130000.0
default,33541.207,53.000618,14.99195,b,debt_consolidation,10.0,261825.31
default,9366.667,38.666645,12.036664,d,debt_consolidation,1.0,30000.0
default,12000.0,52.466496,13.513511,b,debt_consolidation,7.802728,57343.05
default,12000.0,60.0,15.983249,b,debt_consolidation,10.0,70000.0
default,8000.0,60.0,14.755563,d,major_purchase,3.182251,29060.592
default,15000.0,42.10468,19.373968,d,debt_consolidation,7.7107453,67255.38
default,10000.0,60.0,15.106896,b,small_business,2.0,42441.715
default,19858.316,60.0,17.055746,c,debt_consolidation,6.1006117,90000.0
default,11000.0,44.156322,11.276743,a,debt_consolidation,5.3007665,27546.139
default,26726.77,40.852062,15.517345,e,debt_consolidation,6.0108466,190404.34
default,9224.686,60.0,13.961773,c,debt_consolidation,9.291196,36484.75
default,20000.0,36.0,12.212602,b,debt_consolidation,9.991783,72010.95
default,15000.0,60.0,12.608689,b,debt_consolidation,4.250936,68000.75
default,3210.0867,36.0,7.834492,d,major_purchase,2.0,39000.0
default,12000.0,58.8356,16.0837,b,debt_consolidation,2.0485168,32000.0
default,8008.4155,36.0,10.924411,e,major_purchase,1.7468442,261825.31
default,12219.472,60.0,21.330025,e,debt_consolidation,7.0737042,40000.0
default,12000.0,43.70672,15.888235,d,debt_consolidation,2.96334,41967.887
default,7049.175,47.801994,12.039182,d,debt_consolidation,5.5742526,80000.0
default,1197.9529,36.0,10.927644,c,other,1.0,35000.0
default,18897.07,55.778492,21.713951,d,small_business,1.0,165000.0
default,12162.336,36.0,13.540257,c,debt_consolidation,1.3506558,28948.033
default,5648.9194,43.021614,16.663864,b,debt_consolidation,4.1222982,173633.11
default,5594.968,60.0,20.446182,b,debt_consolidation,2.3798714,18000.0
default,20078.646,56.22497,20.9,c,debt_consolidation,5.0,69000.0
default,4000.0,60.0,12.882729,b,home_improvement,1.0779725,30000.0
default,1463.9817,37.728878,14.1729145,c,medical,8.1440735,60000.0
default,4000.0,60.0,18.975527,e,debt_consolidation,1.4956241,24000.0
default,16475.64,60.0,19.731026,e,debt_consolidation,2.9188006,38123.73
default,8807.762,36.93135,7.7467184,d,debt_consolidation,10.0,60000.0
default,15099.006,60.0,16.14348,b,debt_consolidation,1.0,55099.004
default,10083.353,46.002354,14.444744,b,home_improvement,6.6658816,30000.0
default,15000.0,60.0,14.867332,d,debt_consolidation,9.139322,42569.66
default,16000.0,60.0,15.651763,d,debt_consolidation,5.5053725,65217.035
default,14000.0,36.0,10.087122,a,debt_consolidation,7.7038093,45691.848
default,4455.5645,36.0,10.649247,b,debt_consolidation,1.0,42073.91
default,4048.5637,36.0,11.973207,c,major_purchase,1.0,12000.0
default,15000.0,60.0,17.17155,c,credit_card,1.2275482,65000.0
default,32923.61,60.0,15.721397,c,debt_consolidation,5.364836,60000.0
default,11356.46,36.0,9.407979,a,debt_consolidation,3.9306204,180000.0
default,1466.5626,36.0,12.171445,b,debt_consolidation,1.0,24000.0
default,17858.305,53.003513,13.895041,e,debt_consolidation,5.457601,95000.0
default,7052.46,38.518078,11.9785595,b,debt_consolidation,4.58032,24000.0
default,7500.0,36.0,12.353896,b,credit_card,8.749177,40000.0
default,7750.0,43.050243,13.891049,e,debt_consolidation,6.4688005,26509.262
default,5600.0,36.0,14.365303,c,debt_consolidation,1.0539585,30000.0
default,8000.0,36.0,13.211544,c,debt_consolidation,3.595293,60000.0
default,12000.0,36.0,13.372557,d,debt_consolidation,2.4124715,72329.98
default,8803.394,43.864243,13.4933,c,debt_consolidation,3.949091,115327.68
default,17679.156,60.0,19.429153,d,debt_consolidation,6.288838,36000.0
default,2097.519,36.0,11.738761,b,debt_consolidation,1.7520673,24337.799
default,16535.664,60.0,17.786367,b,debt_consolidation,8.930078,50000.715
default,8500.0,42.97444,9.361805,e,other,2.5812035,27000.0
default,2400.0,55.656116,15.290407,d,debt_consolidation,4.6380095,16151.348
default,10964.671,36.0,8.691373,b,debt_consolidation,8.41021,35000.0
default,13001.921,36.18437,12.878604,d,debt_consolidation,9.976954,23977.646
default,15608.828,50.611866,15.142023,g,debt_consolidation,3.6088278,180976.36
default,4000.0,60.0,15.028314,e,debt_consolidation,1.0,24000.0
default,3311.026,60.0,9.789877,b,debt_consolidation,4.8912745,70000.0
default,6736.119,36.970406,7.156586,c,debt_consolidation,5.838266,36000.0
default,5000.0,56.74297,15.213898,c,debt_consolidation,2.2213867,24000.0
default,1692.2412,50.77242,12.768795,d,other,7.308623,45000.0
default,5997.0786,42.656807,8.857419,b,other,1.0,15710.946
default,8435.951,36.0,13.830205,b,debt_consolidation,3.059918,32000.0
default,29608.066,60.0,13.455926,d,debt_consolidation,10.0,72000.0
default,3511.6226,36.929802,13.3674345,b,debt_consolidation,9.806292,41943.285
default,33541.207,60.0,20.544416,f,debt_consolidation,4.11444,256689.48
default,20437.45,36.0,12.459009,d,debt_consolidation,1.0,48225.02
default,28384.973,60.0,19.342232,f,debt_consolidation,10.0,143689.42
default,25277.996,60.0,15.077263,b,debt_consolidation,2.042485,143057.92
default,20562.807,60.0,13.876629,e,debt_consolidation,10.0,46538.05
default,30000.0,60.0,17.21514,f,debt_consolidation,10.0,88164.63
default,14000.0,60.0,21.023361,f,debt_consolidation,6.089241,42338.8
default,13204.254,60.0,14.714863,b,debt_consolidation,5.2340827,89455.32
default,11200.0,60.0,19.740557,c,debt_consolidation,5.446699,36093.2
default,16057.289,60.0,16.315872,d,debt_consolidation,3.6665988,50000.0
default,5000.0,36.0,13.6595125,b,debt_consolidation,1.4296108,30000.0
default,9774.195,36.0,15.847423,d,debt_consolidation,4.0,36000.0
default,6083.7456,60.0,10.785661,b,credit_card,7.339927,43196.99
default,16000.0,60.0,13.489934,d,debt_consolidation,1.5207648,32000.0
default,4900.4844,60.0,10.13391,a,other,5.621972,98756.14
default,4242.6055,36.0,13.441552,e,debt_consolidation,1.0,21805.916
default,28000.0,60.0,15.01726,e,debt_consolidation,1.8979832,159693.95
default,2844.4963,36.0,9.348031,b,debt_consolidation,6.5550375,70965.36
default,12000.0,39.5904,12.092977,b,debt_consolidation,10.0,57244.88
default,10000.0,36.216476,9.714877,a,debt_consolidation,9.927841,58495.49
default,12000.0,36.0,12.1474085,b,debt_consolidation,2.6435208,32226.08
default,23982.52,37.290817,10.494779,b,debt_consolidation,9.515944,52973.11
default,7621.2974,36.0,10.298885,b,debt_consolidation,6.1184773,36000.0
default,33541.207,60.0,14.7715025,f,credit_card,6.987526,100000.0
default,12000.0,40.76195,9.193592,d,debt_consolidation,7.6031704,30000.0
default,14347.1455,60.0,13.09699,e,home_improvement,3.694291,150000.0
default,24000.0,60.0,12.69,d,debt_consolidation,5.100647,85000.0
default,3500.0,60.0,13.920668,d,debt_consolidation,3.825027,30705.621
default,18000.0,56.850742,15.91322,b,debt_consolidation,6.131219,47958.273
default,9625.504,36.0,13.576343,b,debt_consolidation,2.6255035,24999.252
default,9506.044,36.0,9.5762,b,debt_consolidation,2.0,67731.555
default,17932.936,60.0,16.833872,b,debt_consolidation,7.3832297,56000.0
default,30000.0,60.0,18.653564,e,debt_consolidation,7.627916,62945.742
default,17023.678,47.36518,15.357746,e,debt_consolidation,1.0,35210.582
default,20000.0,41.086872,11.897159,c,debt_consolidation,8.0,75000.0
default,17856.31,60.0,20.220367,e,debt_consolidation,1.5747551,45000.0
default,16994.262,60.0,12.674033,c,debt_consolidation,1.0918026,42000.0
default,2386.9177,36.0,8.184126,b,other,3.6385868,26370.36
default,10000.0,60.0,15.743373,c,other,3.9937527,42000.0
default,2000.0,36.0,11.954909,b,other,5.7650785,32644.266
default,17917.781,36.0,10.911436,b,debt_consolidation,5.671125,52559.52
default,7872.8354,36.0,14.876937,d,debt_consolidation,9.6185055,131745.67
default,2905.9055,55.483467,13.948669,b,moving,4.2472444,10584.504
default,12000.0,36.0,10.683516,b,other,8.826126,80000.0
default,4709.9697,36.0,13.4153185,b,debt_consolidation,5.740182,36000.0
default,20000.0,36.0,16.182997,d,debt_consolidation,4.7285676,62000.0
default,10000.0,53.504932,13.421228,d,debt_consolidation,8.376233,45888.832
default,4000.0,36.0,9.226103,a,other,4.105741,40968.7
default,13413.636,60.0,13.652223,b,debt_consolidation,5.3466015,85096.59
default,10873.499,60.0,18.178972,e,debt_consolidation,2.4939969,36000.0
default,18594.986,43.139847,21.221601,c,debt_consolidation,10.0,261825.31
default,12000.0,60.0,13.161938,c,debt_consolidation,3.4744382,48000.0
default,1551.3116,36.0,13.836356,d,home_improvement,1.8209872,21402.963
default,21538.404,60.0,17.403656,b,debt_consolidation,7.6920233,78244.68
default,20000.0,60.0,12.989686,b,debt_consolidation,1.6758295,43084.805
default,8000.0,54.68568,13.353347,d,debt_consolidation,4.33571,43822.855
default,3596.837,59.24085,17.40238,b,debt_consolidation,1.2846824,69996.125
default,5337.673,52.20829,12.436558,c,other,5.947927,38129.863
default,14652.491,60.0,16.837833,b,debt_consolidation,6.0,34524.555
default,29779.02,60.0,18.964216,b,debt_consolidation,2.9821358,84630.72
default,33541.207,60.0,18.227507,b,debt_consolidation,3.030887,108838.484
default,12000.0,60.0,12.96026,c,credit_card,5.7856402,48000.0
default,3231.9067,48.86847,14.251385,b,debt_consolidation,3.0,25000.0
default,13415.708,55.953968,17.075039,b,debt_consolidation,3.6743388,66168.586
default,11764.764,60.0,19.96026,c,debt_consolidation,2.3013458,85000.0
default,8243.736,36.0,11.077198,d,debt_consolidation,1.4874729,24874.62
default,7301.9307,36.0,7.747239,b,car,3.0096526,50400.0
default,28568.678,60.0,21.910017,d,debt_consolidation,10.0,72000.0
default,3541.5857,36.0,16.784372,d,debt_consolidation,1.1663424,60000.0
default,10000.0,38.60915,11.782902,d,debt_consolidation,1.0,33921.727
default,4500.0,60.0,15.781774,b,home_improvement,5.7337313,64800.0
default,4064.0134,43.681606,15.828374,d,other,4.320067,38484.496
default,12000.0,60.0,14.059691,b,debt_consolidation,10.0,109363.48
default,6414.861,47.448994,16.681917,b,debt_consolidation,7.385207,150000.0
default,33541.207,60.0,21.109854,d,debt_consolidation,9.008198,95822.875
default,18911.781,36.0,15.12758,c,debt_consolidation,7.8235626,51420.125
default,5000.0,49.95199,13.412239,b,car,7.06933,60000.0
default,3570.7527,36.0,13.049887,a,other,1.433979,24000.0
default,18074.457,60.0,14.938994,e,credit_card,8.676321,40661.84
default,11111.884,36.0,12.543171,c,debt_consolidation,1.6138625,27386.137
default,21592.12,36.0,13.55836,d,debt_consolidation,5.259851,85296.06
default,15059.598,36.0,15.27,c,credit_card,6.0,37205.367
default,4929.817,51.578003,16.878166,d,debt_consolidation,7.8945003,63998.598
default,1331.0458,36.0,11.7211895,a,other,10.0,32320.219
default,2599.9253,59.98209,19.902336,c,medical,8.994031,74400.445
default,15000.0,54.611576,12.260592,b,debt_consolidation,6.4283767,36004.93
default,10000.0,36.0,18.810911,c,debt_consolidation,5.981558,31214.787
default,28308.021,60.0,11.9082,c,debt_consolidation,7.141694,63431.06
default,18679.09,60.0,15.653159,g,credit_card,5.604547,82434.52
default,13750.0,60.0,13.577623,c,other,8.588292,36329.414
default,29023.68,60.0,16.305117,f,debt_consolidation,7.4408026,88720.4
default,20000.0,60.0,11.849751,d,debt_consolidation,2.0,120000.0
default,25000.0,36.797047,13.714944,f,debt_consolidation,9.03321,54033.21
default,16000.0,50.712322,16.92952,c,debt_consolidation,5.6780806,45613.01
default,5000.0,36.0,11.913664,c,moving,2.8062954,35002.41
default,18000.0,60.0,14.2947035,d,debt_consolidation,9.178121,60000.0
default,12000.0,60.0,12.643287,b,debt_consolidation,5.8223767,51774.21
default,33459.97,60.0,11.71,e,debt_consolidation,6.6792097,77935.84
default,6511.2896,36.0,11.197084,c,debt_consolidation,3.1828034,29622.094
default,20167.709,46.733414,14.461424,e,debt_consolidation,8.658323,50000.0
default,13932.895,46.445347,18.013483,d,debt_consolidation,5.4817824,57991.7
default,17873.756,60.0,19.243425,e,debt_consolidation,2.514941,45000.0
default,10000.0,36.0,8.141444,d,debt_consolidation,9.764464,45000.0
default,24000.0,60.0,17.718407,b,debt_consolidation,3.9872737,69211.055
default,24000.0,36.0,10.893684,e,debt_consolidation,9.733176,261825.31
default,15000.0,60.0,12.033446,b,credit_card,9.424701,72000.0
default,26498.531,60.0,20.521791,d,debt_consolidation,8.997062,98501.47
default,1033.9467,36.0,10.001489,c,other,4.5685444,31569.871
default,3585.7495,36.0,16.672195,d,debt_consolidation,1.3429981,60000.0
default,16000.0,36.0,14.55187,c,debt_consolidation,2.2619839,60000.0
default,15274.207,60.0,13.771518,e,debt_consolidation,8.051027,38529.93
default,14036.123,58.266075,11.005454,d,debt_consolidation,9.711013,48000.0
default,33541.207,60.0,16.131735,b,credit_card,10.0,100292.21
default,13740.485,60.0,21.923769,b,debt_consolidation,4.333472,40000.0
default,2400.0,44.039276,17.124882,b,debt_consolidation,1.6650301,13628.923
default,8000.0,36.0,16.714155,b,major_purchase,6.940484,21003.373
default,17419.58,60.0,17.475348,d,debt_consolidation,9.649978,56000.0
default,2720.9375,36.0,8.529731,a,debt_consolidation,5.535,19998.697
default,2562.063,55.034954,13.374763,b,car,1.413754,33748.15
default,15397.456,60.0,17.835463,a,home_improvement,9.488934,147010.45
default,15166.437,60.0,13.073218,b,debt_consolidation,8.834946,52000.0
default,13000.0,49.90579,13.884738,d,debt_consolidation,9.420592,50000.0
default,8487.24,58.374958,11.957199,b,debt_consolidation,1.2031301,42000.0
default,5211.422,39.70348,8.89295,c,debt_consolidation,3.0,24000.0
default,9153.772,36.0,10.824803,c,debt_consolidation,7.377354,74643.4
default,21812.2,60.0,21.902182,b,debt_consolidation,8.585345,94176.83
default,33541.207,60.0,17.942184,e,debt_consolidation,10.0,76265.45
default,4771.5596,36.0,12.970292,b,debt_consolidation,7.0,85146.61
default,16000.0,60.0,17.211668,c,debt_consolidation,8.829575,48000.0
default,9999.148,36.0,7.6033716,e,debt_consolidation,1.1022316,30996.32
default,33541.207,60.0,18.403059,c,debt_consolidation,8.409864,65000.0
default,6000.0,36.0,13.263233,c,debt_consolidation,6.442542,65000.0
default,33541.207,60.0,17.27,c,debt_consolidation,8.301773,97576.11
default,16000.0,60.0,16.145084,c,debt_consolidation,5.0,87119.55
default,20000.0,60.0,16.13827,e,debt_consolidation,6.2120852,56351.008
default,10292.287,56.492554,9.729351,e,debt_consolidation,1.0,50341.543
default,15000.0,46.322636,15.534094,c,debt_consolidation,5.4408784,48000.0
default,30000.0,60.0,19.909708,e,debt_consolidation,7.9358425,115770.65
default,2283.5596,36.0,12.378538,b,other,10.0,72000.0
default,5000.0,60.0,13.923014,b,debt_consolidation,3.4102316,36938.887
default,12000.0,49.694515,13.801496,b,other,8.711815,80000.0
default,9601.358,60.0,16.843143,d,debt_consolidation,4.040744,48000.0
default,10000.0,36.0,15.452398,d,debt_consolidation,6.0085526,22598.29
default,21902.23,60.0,16.441698,c,debt_consolidation,6.012317,50000.0
default,3037.3794,36.0,11.901021,e,debt_consolidation,3.1213844,14512.139
default,22308.107,60.0,15.384385,b,debt_consolidation,6.8444233,69655.11
default,10335.578,36.0,14.600706,b,debt_consolidation,2.3288436,70335.58
default,21636.678,45.82006,17.637707,b,debt_consolidation,10.0,200409.17
default,5000.0,58.491245,10.2581005,b,major_purchase,9.937135,76874.27
default,1013.637,36.0,13.9804535,c,other,4.0681853,60000.0
default,4938.975,57.220497,8.399152,c,small_business,4.115813,49951.36
default,2990.782,36.0,10.767698,b,other,4.0,32000.0
default,4000.0,59.627705,8.54724,a,other,2.9844878,41511.934
default,12776.525,60.0,13.369719,e,debt_consolidation,10.0,65000.0
default,13407.238,60.0,19.2836,b,debt_consolidation,2.381591,65690.8
default,21360.592,56.40888,14.221405,b,debt_consolidation,8.653329,32285.69
default,3000.0,36.0,12.022168,b,other,7.236273,80368.5
default,10000.0,36.0,17.909088,b,other,5.038714,43997.098
default,3121.8787,36.0,13.671101,b,other,7.265756,65390.605
default,14495.744,37.02139,14.081515,e,debt_consolidation,3.2553475,43234.047
default,10000.0,36.0,15.770374,d,debt_consolidation,2.933447,70000.0
default,12000.0,60.0,12.381368,e,debt_consolidation,4.208924,40000.0
default,16000.0,60.0,11.351327,c,debt_consolidation,4.1098943,47763.74
default,22000.0,60.0,14.346897,c,debt_consolidation,8.016441,49396.71
default,15000.0,60.0,16.011076,f,credit_card,1.8740525,65000.0
default,18162.434,55.49213,14.101228,e,debt_consolidation,5.6243443,53150.26
default,15000.0,60.0,17.554844,e,debt_consolidation,1.1642096,44958.95
default,19389.96,60.0,16.68794,b,debt_consolidation,9.941601,34412.402
default,12000.0,45.344242,12.798318,b,debt_consolidation,5.7254043,57194.67
default,5052.099,36.0,14.959925,b,debt_consolidation,6.6183233,21000.0
default,7012.95,58.44597,15.934581,c,credit_card,1.259005,25000.0
default,12000.0,51.353645,12.89196,c,other,10.0,80000.0
default,18332.52,37.560913,11.659241,e,debt_consolidation,5.130076,74906.5
default,6000.0,49.972176,11.914317,a,debt_consolidation,1.417826,34534.26
default,4536.46,38.91678,11.872325,b,debt_consolidation,8.906208,66000.0
default,30000.0,60.0,20.029652,e,debt_consolidation,8.185389,160504.06
default,9435.083,36.0,12.4710045,b,debt_consolidation,7.8245873,90329.836
default,33541.207,60.0,20.831018,d,credit_card,2.786701,119466.75
default,13972.952,60.0,15.529983,b,debt_consolidation,9.134471,80000.0
default,8413.149,36.0,12.296672,d,debt_consolidation,3.3474042,62331.215
default,12000.0,36.0,16.128376,d,debt_consolidation,1.4779159,60000.0
default,33541.207,60.0,16.824635,c,debt_consolidation,1.3543864,65000.0
default,24000.0,54.205456,16.005514,e,debt_consolidation,9.517121,90000.0
default,4986.5464,58.385548,12.988023,a,debt_consolidation,1.9327312,27279.818
default,20000.0,55.955635,13.247785,b,debt_consolidation,2.0,52447.34
default,24239.475,41.74737,19.615711,f,debt_consolidation,6.9578953,115663.18
default,7044.2134,36.0,8.742262,d,debt_consolidation,9.115736,27346.438
default,25739.947,48.11184,15.02728,e,debt_consolidation,5.54194,60000.0
default,2818.6985,36.0,13.744607,b,small_business,4.906507,50000.0
default,17489.918,60.0,20.844633,e,debt_consolidation,9.939511,35000.0
default,3600.0,50.78397,9.264076,b,debt_consolidation,7.3119907,70000.0
default,10000.0,36.0,14.903964,b,debt_consolidation,1.4112767,29938.926
default,6000.0,48.33703,14.126035,e,debt_consolidation,1.0,48000.0
default,10000.0,38.7868,10.670754,d,debt_consolidation,1.1161166,43119.184
default,20000.0,60.0,19.177742,d,debt_consolidation,3.3642907,63139.84
default,3604.1833,59.49801,19.37503,d,debt_consolidation,5.9581676,21459.012
default,2158.7742,36.0,12.4744,c,debt_consolidation,8.0,55208.926
default,14346.65,60.0,10.045683,c,debt_consolidation,1.2667481,65000.0
default,21875.992,38.976166,19.804882,d,credit_card,2.0,93711.61
default,19048.37,60.0,20.240929,f,debt_consolidation,2.5810168,50000.0
default,20307.158,60.0,16.249763,c,debt_consolidation,2.5427384,42000.0
default,14206.601,60.0,17.659122,e,debt_consolidation,8.760399,32000.0
default,25000.0,47.39364,16.65317,c,debt_consolidation,4.626325,108949.47
default,5000.0,36.0,11.966683,b,debt_consolidation,1.5177484,30000.0
default,13181.883,36.0,14.088089,c,debt_consolidation,10.0,36078.473
default,1293.6534,42.018547,14.014115,c,debt_consolidation,3.0061827,24000.0
default,7000.0,47.520573,10.826792,c,debt_consolidation,5.8401914,30478.104
default,13453.54,60.0,11.897079,c,debt_consolidation,3.4867222,36000.0
default,1609.1853,36.0,11.717537,d,other,8.091853,45218.37
default,6583.017,36.0,10.704227,d,other,5.8527336,120000.0
default,8988.415,57.77575,18.741844,b,debt_consolidation,2.2780316,35033.363
default,25000.0,59.27447,19.602755,b,debt_consolidation,9.788387,130120.92
default,30000.0,60.0,17.148294,b,debt_consolidation,2.1937215,99996.26
default,6000.0,44.76167,14.549302,b,debt_consolidation,3.4602785,24000.0
default,9938.654,36.0,13.8998785,c,house,5.460987,82383.11
default,33541.207,60.0,19.391525,b,debt_consolidation,5.2631035,83869.74
default,10000.0,36.0,17.404562,d,debt_consolidation,1.0,75000.0
default,2344.267,36.0,7.175675,b,other,3.9303339,12000.0
default,20000.0,60.0,16.979591,e,debt_consolidation,1.5375515,90000.0
default,9796.309,36.0,8.310221,b,debt_consolidation,4.9261813,35000.742
default,11994.989,36.0,10.750902,c,debt_consolidation,10.0,128895.164
default,5000.0,45.359554,14.76515,d,debt_consolidation,2.830056,28000.0
default,2703.288,36.0,13.245588,d,debt_consolidation,1.0,9457.898
default,19754.479,36.429848,10.793103,b,debt_consolidation,4.0179105,45000.0
default,7283.1284,60.0,12.700617,b,other,7.493989,93384.87
default,33541.207,60.0,15.965654,c,debt_consolidation,2.6462657,65000.0
default,5000.0,36.0,14.141529,c,debt_consolidation,1.877646,42000.0
default,20000.0,60.0,20.247337,c,debt_consolidation,3.0,66153.336
